food_ID,recipe_title,tags,cuisine,course,diet,category
3002,Andhra Style Paruppu Podi  - Dal Podi,Side Dish s|South Indian s|Office Lunch Box s|Picnic  Ideas|Telugu Cuisine s (Andhra & Telangana)|Chana Dal s (Bengal Gram Dal)|Travel Food s|Podi s,Andhra,Side Dish,Vegetarian,Indian Homemade Masala Powder & Chutney Powder s
3003,Raw Mango Murabba  - Cinnamon Spiced Mango Jam ,Side Dish s|Indian Lunch s|Mango s|Raw Mango recipes,Indian,Side Dish,Vegetarian,Indian Chutney s
3004,Zucchini Tater Tots  - A Delicious Party Appetizer,Vegetarian s|Aloo s (Potato & Baby Potato s)|Party Starter & Appetizer s|Zucchini s,Continental,Appetizer,Vegetarian,Continental Party Appetizer & Starter s
3005,Goan Chicken Vindaloo ,Party Food s|South Indian s|Indian Lunch s|Indian Dinner s|Indian Potluck & Kitty Party s,Goan s,Dinner,Non Vegeterian,Chicken s
3006,Pudina Dahi Chutney - Mint Yoghurt Dip ,Side Dish s|Dahi s (Curd/Yogurt)|Party Dip s|Pudina Mint s|Coriander s,North Indian s,Side Dish,Vegetarian,Indian Chutney s
3007,Karuveppilai Chutney Podi  - Curry Leaves Chutney Podi,South Indian s|Curry Leaf s|Chana Dal s (Bengal Gram Dal)|Podi s|Sattvik Cooking |Ayurvedic s,South Indian s,Side Dish,Vegetarian,Indian Chutney s
3008,Aam Ka Achaar  - North Indian Spicy Raw Mango Pickle,Mango s|Raw Mango recipes|Mango Pickle s,Indian,Side Dish,Vegetarian,Indian Pickles & Achar s
3009,Sweet And Sour Lemon Pickle ,Side Dish s|No Onion No Garlic s|Lemon s,Indian,Side Dish,Vegetarian,Indian Pickles & Achar s
3010,"Kachumber Salad  With Cucumber, Onion & Tomatoes",Side Dish s|Indian Lunch s|Indian Diabetic s|Summer  Ideas,Indian,Side Dish,Diabetic Friendly,Indian Salad s
3011,Mixed Millet And Lentils Adai ,South Indian s|Office Lunch Box s|Healthy s|Breakfast  Ideas|Millet s|Chana Dal s (Bengal Gram Dal),South Indian s,South Indian Breakfast,High Protein Vegetarian,Adai s
3012,Classic Banana Walnut Steamed Bread  in Preethi Electric Pressure Cooker,Healthy s|Tea Party s|Electric Pressure Cooker s (Instant Pot),Continental,Dessert,Eggetarian,Cake s
3013,Tandoori Chicken Momo  ,Party Food s|Party Starter & Appetizer s|Asian Cuisine s|Tandoori s|Fusion s|Dumpling s (Momo s),Indo Chinese,Appetizer,Non Vegeterian,Indian Chinese s
3015,Mor Milagai  - South Indian Sun Dried Chillies,Vegetarian s|South Indian s|Indian Lunch s,South Indian s,Side Dish,Vegetarian,Indian Pickles & Achar s
3016,Indo Japanese Rice Cakes  ,Party Starter & Appetizer s|Quick & Easy s|Fusion s|Japanese Cuisine s,Japanese,Appetizer,Vegetarian,"Thai s,Malaysian & East Asian s"
3017,Sweet and Spicy Tomato Chutney ,Vegetarian s|Side Dish s|Tomato s|Gujarati s|Quick & Easy s,Gujarati s﻿,Side Dish,Vegetarian,Indian Chutney s
3018,Italian Cheese And Basil Uttappam ,Vegetarian s|Breakfast  Ideas|Cheese s|Basil s|Fusion s,Fusion,South Indian Breakfast,Vegetarian,Appam s & Idiyappam s
3019,Gujarati Khandvi  - Savory Gram Flour Pinwheels,Gujarati s|Tea Party s|Chaat Party s|Party Starter & Appetizer s|Dahi s (Curd/Yogurt),Gujarati s﻿,Snack,Vegetarian,Indian Snack s
3020,Mexican Style Frijoles Negros -Black Beans Curry,Side Dish s|Mexican s|Rajma Kidney Bean s,Mexican,Side Dish,Vegetarian,Mexican s
3021,3 Beans Stuffed Quesadillas  ,Green Beans s (French /Haricot)|Rajma Kidney Bean s|Black Eyed Bean s|Quesadilla s,Mexican,Lunch,High Protein Vegetarian,Mexican s
3022,Eggless Orange and Apple Ice Cream ,Summer  Ideas|Eggless Cake s (Egg Free Cake)|Apple s|Frozen Dessert s|Ice Cream s,Continental,Dessert,Vegetarian,Dessert s
3023,Mexican Style Bunuelos -Sweet Fritter ,Party Food s|Mexican s|Fried s,Mexican,Dessert,Eggetarian,Dessert s
3024,Healthy Carrot Methi & Mooli Thepla  ,Party Food s|Gujarati s|Healthy s|Breakfast  Ideas|Mooli s (Radish/ Mullangi)|Paratha s|Kids Lunch Box s|Methi s (Fenugreek)|Thepla s,Gujarati s﻿,Lunch,Vegetarian,Thepla s
3025,Palak Mushroom Makhani  - Creamy Spinach & Mushroom ,High Protein Vegetarian Diet s|Spinach s (Palak/Keerai)|High Protein Diet|Kids Lunch Box s|Mushroom s|Weekend Dinner Ideas,North Indian s,Lunch,High Protein Vegetarian,Sabzi s
3026,Gujarati Style Osaman Dal  ,High Protein Vegetarian Diet s|Side Dish s|Indian Lunch s|Gujarati s|High Protein Diet|Toor Dal s (Pigeon Pea),Gujarati s﻿,Lunch,High Protein Vegetarian,Dal s
3027,Red Picante Salsa ,Mexican s|Party Dip s|Salsa s|Red Bell Peppers s|Antioxidant Rich s,Mexican,Side Dish,Vegetarian,Continental Party Appetizer & Starter s
3028,Radish Sandwich ,Breakfast  Ideas|Tea Party s|Mooli s (Radish/ Mullangi)|Quick & Easy s,Continental,Lunch,Vegetarian,Sandwich s
3029,Mexican Style Scrambled Egg Enchiladas  ,Indian Lunch s|Mexican s|Enchiladas s|Weekend Lunch s,Mexican,Lunch,Eggetarian,Mexican s
3030,Methi Namak Pare ,Tea Party s|Methi s (Fenugreek),Indian,Snack,Vegetarian,Indian Snack s
3031,Cheese Garlic Naan  ,Indian Lunch s|Indian Vegetarian s|Cheese s|Garlic s,North Indian s,Main Course,Vegetarian,Naan s
3032,Tofu Green Pulao ,Indian Lunch s|Spinach s (Palak/Keerai)|Office Lunch Box s|Healthy s|Indian Dinner s|Methi s (Fenugreek)|Tofu s,Indian,Lunch,Vegetarian,Pulao s
3033,Natillas de Leche -Spanish Custard ,Frozen Dessert s|No Bake Dessert s|Custard s,Mexican,Dessert,Eggetarian,Dessert s
3034,Japanese Style Chicken Katsu Curry  ,Weekend Lunch s|Japanese Cuisine s,Japanese,Main Course,Non Vegeterian,"Thai s,Malaysian & East Asian s"
3035,Kondakadalai Puli Vengaya Kuzhambu  (South Indian Style Spicy And Tangy Kala Chana),High Protein Vegetarian Diet s|South Indian s|Healthy s|High Protein Diet|Chana Dal s (Bengal Gram Dal)|Kala Chana s (Black Chickpeas),Chettinad,Lunch,High Protein Vegetarian,Kuzhambu s
3036,Tomato Shorba ,Tomato s|Carrot s|Tea Party s|Party Starter & Appetizer s,Middle Eastern,Appetizer,Vegetarian,Soup s
3037,Mexican Style Vegetarian Chimichanga -Deep Fried Burrito ,Vegetarian s|Indian Lunch s|Mexican s|Burrito s|Weekend Lunch s,Mexican,Lunch,Vegetarian,Mexican s
3038,Mexican Hot Chocolate  ,Chocolate s|Mexican s|Afternoon s|Hot Beverage s,Mexican,Snack,Vegetarian,"Chocolate, Coffee & Tea Drink s"
3039,"Focaccia Bread  With Cherry Tomatoes, Basil Pesto And Goat Cheese ",Focaccia s,Continental,Dinner,Vegetarian,Homemade Bread s
3040,Karela Muthia  - Bitter Gourd Steamed Dumplings,Office Lunch Box s|Healthy s|Party Starter & Appetizer s|Indian Dinner s|Bitter Gourd Karela s,Gujarati s﻿,Snack,Vegetarian,Indian Snack s
3041,Shepuchi Bhaji  (Stir Fried Maharashtrian Suva/Dill Greens),Stir Fried s,Maharashtrian s,Dinner,Vegetarian,Sabzi s
3042,Gujarati Vagharela Mag  - Moong Sprouts Sabzi ,Indian Lunch s|Gujarati s|Indian Diabetic s|High Protein Breakfast|Sprout s|Moong Dal s|Cholesterol Friendly s,Gujarati s﻿,Side Dish,High Protein Vegetarian,Sabzi s
3043,Nimbu Chunda  (Lemon Chutney) - No Cook And Oil Free,Vegetarian s|Side Dish s|Lemon s,North Indian s,Appetizer,Vegetarian,Indian Pickles & Achar s
3044,Eggless Peanut Butter Cookies ,Tea Party s|Eggless Cake s (Egg Free Cake)|Peanut s,Continental,Snack,Vegetarian,Cookie & Biscuit s
3045,"Roasted Apple, Onions and Cheese Focaccia ",Side Dish s|Breakfast  Ideas|Apple s|Onion s|Oven Baked |Feta Cheese s,Italian s,Side Dish,Vegetarian,Homemade Bread s
3046,Lemon Ginger Spice Detox Tea ,Healthy s|Natural Home Remedy s|Detox s|Lemon Grass s|Tea s,Continental,Appetizer,Vegetarian,"Chocolate, Coffee & Tea Drink s"
3047,Oats and Green Moong Dal Dahi Vada  ,Party Food s|Vegetarian s|Healthy s|Chaat Party s|Vada s|Dahi s (Curd/Yogurt)|Oats s (Oatmeal)|Holi s|Sprout s|Moong Dal s,North Indian s,Snack,Vegetarian,Indian Snack s
3048,Manoharam Murukku -South Indian Diwali Special Paruppu Thengai),South Indian s|Diwali s|Festival s|Dussehra Festival s|Murukku Chakli s,Tamil Nadu,Snack,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
3049,Spicy Bean Rice With Marinara Sauce & Jalapenos  ,Party Food s|Tea Party s|Mexican s|Jalapeno s|Marinara Sauce,Mexican,Dinner,Vegetarian,Mexican s
3050,Muesli Chia Seeds Kaiser Roll  - Hard Roll ,Indian Lunch s|Oats s (Oatmeal)|Muesli s|Chia Seeds,Continental,Appetizer,Vegan,Continental Party Appetizer & Starter s
3051,Tawa Pizza  with Roasted Vegetables - Skillet Pizza ,Party Food s|Capsicum s (Bell Pepper)|Broccoli s|Weekend Dinner Ideas|s for Kids,Italian s,Main Course,Vegetarian,Pizza s
3052,Pumpkin Dal with Garlic Tadka ,Gluten Free s|Indian Diabetic s|One Dish s|Cholesterol Friendly s|Pumpkin s (Kaddu / Poosanikai),North Indian s,Dinner,Diabetic Friendly,Dal s
3053,Chocolate Cherry Cake  ,Chocolate s|Delmonte Italian  Contest  2016,Continental,Dessert,Vegetarian,Cake s
3054,Shredded Chicken Cheese Sandwich ,Party Food s|Office Lunch Box s|Breakfast  Ideas|Picnic  Ideas|Birthday Party s|Continental s,Continental,World Breakfast,High Protein Non Vegetarian,Sandwich s
3055,Oats Carrot Bell Peppers Mayo Sandwich ,Carrot s|Oats s (Oatmeal)|After School Snack s|Bell Peppers s,Continental,Lunch,Vegetarian,Sandwich s
3056,Green Peas Sandwich ,Office Lunch Box s|Healthy s|Breakfast  Ideas|Tea Party s|Kids Lunch Box s|Green Peas (Matar/ Pattani) s|After School Snack s,Continental,World Breakfast,Vegetarian,Sandwich s
3057,Vegetable Jowar Upma  ,South Indian s|Breakfast  Ideas|Gluten Free s|South Indian Breakfast s|Cholesterol Friendly s|Millet s|Sweet Corn s,South Indian s,South Indian Breakfast,Diabetic Friendly,Upma s
3058,French Toast BLT Bagel Sandwich ,Tomato s|Breakfast  Ideas|Tea Party s|After School Snack s|Bacon s,Continental,World Breakfast,Non Vegeterian,Toast s
3059,Mushroom And Scrambled Egg Bagel Sandwich ,Healthy s|Tea Party s|Kids Lunch Box s|Broccoli s|Mushroom s|After School Snack s|Scramble ,Continental,World Breakfast,Eggetarian,Sandwich s
3060,Quick and Easy Bread Upma ,South Indian s|Breakfast  Ideas|South Indian Breakfast s|Bachelor s,Indian,South Indian Breakfast,Vegetarian,Upma s
3061,Peanut Butter Banana Sandwich ,Breakfast  Ideas|Kids Lunch Box s|Bachelor s|After School Snack s|Post Workout Meals|Peanut Butter s,Continental,World Breakfast,Vegetarian,Sandwich s
3062,Classic Grilled Tomato Cucumber Chutney Sandwich ,Tomato s|Office Lunch Box s|Breakfast  Ideas|Indian Vegetarian s|Kids Lunch Box s|Healthy Kids Snack s|Cucumber s|After School Snack s|s for Kids,Indian,Snack,Vegetarian,Sandwich s
3063,Indian Style Masala Omelette Grilled Sandwich ,Breakfast  Ideas|Tea Party s|Bachelor s|Omelette (Frittata) |Fusion s| for Beginners,Fusion,World Breakfast,Eggetarian,Sandwich s
3064,Soft Millet Taco  Topped With Hummus & Veggies,High Protein Vegetarian Diet s|Whole Wheat s|Breakfast  Ideas|Broccoli s|Millet s|Jowar s|Taco s|Continental s,Middle Eastern,World Breakfast,Diabetic Friendly,Continental Food s
3065,Instant Ragi Rava Dhokla - Wholesome & Delicious Ragi  ,Office Lunch Box s|North Indian Breakfast s|Indian Diabetic s|Sooji s (Rava/ Semolina)|Dahi s (Curd/Yogurt)|Kids Lunch Box s|Cholesterol Friendly s|Millet s|Ragi s (Nachni/ Finger Millet)|Dhokla s|Indian Breakfast s,Gujarati s﻿,Snack,High Protein Vegetarian,Dhokla s
3066,Tofu Bánh Mì  - Vietnamese Grilled Tofu Sandwich,Party Food s|Vegetarian s|Tea Party s|Tofu s|Street food recipes|Vietnamese Cuisine s,Vietnamese,Dinner,Vegetarian,Sandwich s
3067,Mixed Vegetable Handvo  - Savory Rice & Lentil Cake,Vegetarian s|Gujarati s|Breakfast  Ideas|Gluten Free s|Tea Party s|Dahi s (Curd/Yogurt)|Chana Dal s (Bengal Gram Dal),Gujarati s﻿,Indian Breakfast,Vegetarian,Snack s
3068,Stuffed Mango Pickle  - Gujarati Dabla Keri Nu Athanu,Vegetarian s|Side Dish s|Gujarati s|Mango s|Raw Mango recipes|Mango Pickle s,Gujarati s﻿,Side Dish,Vegetarian,Indian Pickles & Achar s
3069,Averekaalu Rava Laddu  - Field Beans Semolina Ladoo,Healthy s|Diwali s|Festival s|Sooji s (Rava/ Semolina)|Ladoo s|Avarakkai s (Broad Bean),Karnataka,Dessert,Vegetarian,Sweet s (Indian Mithai / Indian Dessert)
3070,Lemon Lavender Cookies ,Festival s|Eggless Cake s (Egg Free Cake)|Christmas s|Lemon s,European,Snack,Vegetarian,Cookie & Biscuit s
3071,Broken Wheat Upma  - Healthy Dalia Upma for Breakfast,South Indian s|Healthy s|Cauliflower s (Phool Gobi)|Navratri s|Breakfast  Ideas|Indian Diabetic s|South Indian Breakfast s|Cholesterol Friendly s|Broken Wheat s (Dalia/Godhuma Rava),South Indian s,South Indian Breakfast,Diabetic Friendly,Upma s
3072,Ragi Semiya Upma  - Ragi Millet Vermicelli Breakfast,High Protein Vegetarian Diet s|South Indian s|Healthy s|Breakfast  Ideas|Tea Party s|Indian Diabetic s|South Indian Breakfast s|Vermicelli s (Semiya/Seviyan)|High Fiber s|Millet s|Ragi s (Nachni/ Finger Millet),South Indian s,South Indian Breakfast,High Protein Vegetarian,Upma s
3073,Quinoa Vegetable Upma ,High Protein Vegetarian Diet s|South Indian s|Breakfast  Ideas|Gluten Free s|South Indian Breakfast s|Chana Dal s (Bengal Gram Dal),Fusion,Indian Breakfast,Diabetic Friendly,Upma s
